id,name,references,strong,close,total
b22935162,Sergeant V. Richards,1,1,1,2
b22935174,Clarry Quintrell,1,0,1,1
b22935186,Corporal Herbert Sauer,1,0,0,0
b22935198,Corporal B. Walshe,1,1,0,1
b22935204,Walter Hartvigsen,2,0,0,0
b22935216,Private James Mace,1,1,0,1
b2293523x,Private Stanley Herbert,2,1,6,7
b22935241,Leonard Welden,1,0,0,0
b22935253,Sergeant Hurtle White,1,0,3,3
b22935265,Private John White,1,0,10,10
b22935277,Corporal H. J. Player,1,0,3,3
b22935289,Private T. (Edward) Whitbread,1,0,2,2
b22935290,Private Gordon Fidler,1,0,1,1
b22935307,Private A. Phillips,1,0,2,2
b22935319,Private O. L. (Ormonde Leslie) Petherick,2,1,1,2
b22935320,Private R. J. Donaldson,1,0,1,1
b22935332,Private Lance Williams,2,3,5,8
b22935356,Private W. Addems,1,1,0,1
b22935368,Private Cecil Ford,2,4,3,7
b2293537x,Private Irwin Phillis,2,1,2,3
b22935381,Private Reginald Kennedy,2,3,1,4
b22935393,Lance Corporal W. S. V. Green,1,0,16,16
b2293540x,Sergeant George Leunig,1,0,0,0
b22935411,Private Roderick Bell,2,4,6,10
b22935423,Private George Spiller,1,2,0,2
b22935435,Sergeant D. Bradbury,1,1,1,2
b22935447,Signaller A. Murray,1,1,1,2
b22935459,Lieutenant E. Lewis,3,3,39,42
b22935460,Sergeant M. Young,1,2,23,25
b22935472,Private C. Linkson,1,1,0,1
b22935484,Private Owen Hawkes,2,3,0,3
b22935496,Private Michael Johnson,4,4,9,13
b22935502,Private Ralph Bawden,2,3,0,3
b22935514,Lieutenant F. Davis,1,1,5,6
b22935526,Lieutenant John O'Donohue,2,1,0,1
b22935538,Private Hubert Ellis,2,4,3,7
b2293554x,Private Patrick Dowd,2,3,0,3
b22935551,Lieutenant Colin Smith,2,4,3,7
b22935563,Lance Corporal Horace Harris,2,1,4,5
b22935575,Captain B. Burne,1,0,0,0
b22935587,Sergeant D. Burne,1,0,0,0
b22935599,Private Frank Collins,1,0,3,3
b22935605,Sergeant Alfred Gibbons,1,0,1,1
b22935617,Corporal Gordon Goode,1,0,1,1
b22935629,Gunner W. Hoy,1,0,1,1
b22935642,Graham Lapthorne,1,0,0,0
b22935654,Private W. Morcom,1,0,1,1
b22935666,Corporal G. Merrett,1,0,0,0
b22935678,Private J. Oatey,1,0,1,1
b2293568x,Private Frederick Osborn,2,1,1,2
b22935691,Corporal Clarence Page,1,0,2,2
b22935708,Private E. Penton,1,0,1,1
b2293571x,Private R. Riebe,2,1,0,1
b22935721,Private Sinclair Rosie,1,0,1,1
b22935733,Private Charles Steer,2,0,7,7
b22935745,Private Henry Purvis,3,3,2,5
b22935757,Private Gordon Dobbie,3,2,0,2
b22935769,Private Archibald Shaw,2,2,0,2
b22935770,Private Gilbert Walsh,2,3,2,5
b22935782,Private H. Whittaker,1,1,0,1
b22935794,Private Harold Henstridge,3,2,1,3
b22935800,Private Herbert Smyth,3,3,1,4
b22935812,Signaller Sydney Loveday,2,1,1,2
b22935824,Lance Corporal Clifford Berriman,2,1,0,1
b22935836,Private A. Keen,2,2,5,7
b22935848,Private Ernest Beer,2,3,0,3
b2293585x,Private Cyril Atkinson,2,2,1,3
b22935861,Private W. Mangelsdorf,2,2,0,2
b22935873,Signaller Stanley Moss,2,3,0,3
b22935885,Private Edward Perry,2,2,1,3
b22935897,Private Laurence Polomka,2,2,1,3
b22935903,Private Frank Schantz,2,1,0,1
b22935915,Gilbert Tripney,1,1,0,1
b22935927,Private F. Trebilcock,1,1,1,2
b22935939,Private S. Birchmore,2,2,1,3
b22935940,Private Edward Richardson,3,5,5,10
b22935952,Private Arthur Frost,2,3,0,3
b22935964,Private A. Davis,2,2,2,4
b22935976,Private L. Lynch,2,3,3,6
b22935988,Lance Corporal A. Emmins,2,2,0,2
b2293599x,Lance Corporal C. Eglinton,3,2,1,3
b22936002,Private Frank Harding,3,2,3,5
b22936014,Private Robert Roach,1,1,1,2
b22936026,Private J. Sutherland,2,3,6,9
b2293604x,Private L. Young,2,0,52,52
b22936051,Private Frederick Last,3,3,35,38
b22936063,Private John Rogers,1,1,0,1
b22936075,Private Ernest Ling,3,3,4,7
b22936087,Lance Corporal Frank Perry,3,2,4,6
b22936099,Private William Wells,2,2,8,10
b22936105,Lance Corporal Henry Green,2,2,5,7
b22936117,Private Owen Gard,3,2,3,5
b22936129,Private David Forbes,2,2,0,2
b22936130,Lieutenant Frank Scott,3,4,1,5
b22936142,Lance Corporal Harry Dorling,2,2,0,2
b22936154,Private R. Lane,1,0,3,3
b22936166,Private Sidney Gilbert,1,3,2,5
b2293618x,Private Rupert Lindsay Willshire,1,1,0,1
b22936191,Private Frederick Drever,1,1,0,1
b22936208,Private William Biglands,1,2,0,2
b2293621x,Private A. Baldwin,2,2,2,4
b22936233,Corporal Frederick Fisk,1,2,0,2
b22936245,Private Sidney Wye,1,3,0,3
b22936257,Private C. Harrison,2,2,6,8
b22936269,Lance Corporal Bert Battye,1,1,0,1
b22936270,Private L. Arnheim,2,2,1,3
b22936282,Private Reginald Rugner,1,1,0,1
b22936294,Sapper Walter Leonard,1,2,0,2
b22936312,David Anderson,1,1,2,3
b22936324,Sergeant Justin Hanley,1,2,0,2
b22936336,Driver Albert Thiele,2,1,1,2
b22936348,Corporal J. Hendry,2,2,0,2
b2293635x,Private Percival Poyzer,2,1,1,2
b22936361,Lance Corporal Eric Padman,2,1,1,2
b22936373,Corporal Thomas Coats,3,3,8,11
b22936385,Sergeant H. Palmer,2,2,16,18
b22936397,Private Albert Hatcher,2,3,0,3
b22936403,Staff Sergeant Ernest Llewellyn,2,2,0,2
b22936415,Private Clem McKay,2,3,0,3
b22936427,Sergeant John Menz,2,1,1,2
b22936439,Lance Corporal Clifford Smith,1,3,2,5
b22936440,Private John Searle,1,1,0,1
b22936452,Private Walter Maddison,2,2,0,2
b22936464,Private William Keating,2,2,0,2
b22936476,Private Eric Prest,2,3,0,3
b22936488,Private Frank MacDonald,1,1,0,1
b2293649x,Private George Jacob,2,2,4,6
b22936506,Private Michael Tuttle,2,2,0,2
b22936518,Sapper Brisbane Wakefield,3,2,3,5
b2293652x,Private C. White,1,1,18,19
b22936531,Private George Summerton,1,1,0,1
b22936543,Signaller Charles Ware,2,3,0,3
b22936555,Signaller William Smith,2,2,14,16
b22936567,Lieutenant Oswald Crick,1,1,0,1
b22936579,Gunner Cecil Donnelly,1,1,0,1
b22936580,Private Clarence McGuinness,2,2,0,2
b22936592,Private Harold Fisher,2,2,2,4
b22936609,Lieutenant Talbert Pitman,2,2,1,3
b22936610,Sergeant W. O'Regan,1,1,0,1
b22936622,Private Roy Bates,2,2,4,6
b22936634,Private Frederick Coxon,2,1,1,2
b22936646,Lieutenant Howard Carr,1,1,1,2
b22936658,Lieut. Harold Gilchrist,1,1,0,1
b2293666x,James Lydeamore,3,2,1,3
b22936671,Sergeant-Major H. Elliott,2,2,2,4
b22936683,Private Alexander Nicholson,2,3,1,4
b22936695,Private Jack Bickford,1,1,0,1
b22936701,Captain Frederick Sims,3,2,2,4
b22936713,Sergeant Roy Laird,1,1,0,1
b22936725,Private Cecil Bartlett,3,3,0,3
b22936737,Captain John Redmond,1,1,1,2
b22936749,Private Arthur Jones,2,2,7,9
b22936750,Corporal T. O'Connor,2,3,6,9
b22936762,Private Arthur Price,2,2,13,15
b22936774,Driver James Shepley,2,2,2,4
b22936786,Private Leslie Howard Thompson,2,1,7,8
b22936798,Sergeant Eivion Williams,1,1,1,2
b22936804,Sergeant Frank Christian,1,1,1,2
b22936816,Lieutenant Harold Harper,1,1,0,1
b22936828,Corporal Vincent Evans,2,1,2,3
b2293683x,Private Clem Moore,2,2,5,7
b22936841,Sapper A. Calder,3,1,2,3
b22936853,Private E. Atkinson,1,1,2,3
b22936877,Private Leslie Welsh,1,1,0,1
b22936889,Private H. Burton,2,1,6,7
b22936890,Private William Jarrett,1,1,0,1
b22936907,Private Harold Cummings,2,1,0,1
b22936919,Private C. Patten,1,1,1,2
b22936920,Private Roy Sandow,1,1,1,2
b22936932,Private William Olifent,2,1,1,2
b22936944,Trooper Leslie Peterson,1,0,1,1
b22936956,Private Gerald Campion,2,1,2,3
b22936968,Gunner Alfred Henson,2,3,1,4
b2293697x,Private Thomas Pritchard,2,1,3,4
b22936981,Private Herbert Sandercock,1,0,1,1
b22936993,Lance Corporal Eric Dawes,2,1,3,4
b22937006,Captain Geoffrey Wells,1,0,1,1
b22937018,Captain Elwyn Gould,2,1,2,3
b2293702x,Driver Leonard Paterson,2,3,2,5
b22937031,Alfred Dixon,1,0,1,1
b22937043,Lieutenant R. Coulter,1,0,1,1
b22937055,Private Eric Bleechmore,2,2,0,2
b22937067,Lieutenant Albert Rae,2,1,1,2
b22937079,Private Elliot Clarke,1,0,2,2
b22937080,Private Ray Bradford,1,0,2,2
b22937092,Signaller Arthur Hamilton,1,0,2,2
b22937109,Lance Corporal J. Hayes,1,0,3,3
b22937110,Private W. Keough,1,0,1,1
b22937134,Graham Parks,1,1,0,1
b22937146,Leonard Stoner,2,1,0,1
b22937158,Lance Corporal Bert Wilson,2,1,4,5
b2293716x,Private O. Duldig,1,1,0,1
b22937171,Gunner F. Scott,1,2,1,3
b22937183,Lance Corporal Maurice Norman,2,2,3,5
b22937195,Private Roy Jenkins,1,1,1,2
b22937201,Sapper A. Hawke,2,4,4,8
b22937213,Private N. Britton,1,1,0,1
b22937225,Corporal Hampton Harris,1,1,2,3
b22937237,Private William Sharp,2,2,10,12
b22937249,Private H. Brown,1,1,14,15
b22937250,Private B. G. Barrett,1,0,4,4
b22937262,Lieutenant A. Grant,1,1,1,2
b22937274,Lieutenant Rodney Vernon Franklin,1,1,2,3
b22937286,Private J. Speck,1,1,2,3
b22937298,Lieutenant C. Brown,1,1,14,15
b22937304,A South Australian airman,1,2,1,3
b22937316,Lieutenant D. Freeman,1,1,2,3
b22937328,Second Lieutenant H. Arundel,1,0,0,0
b2293733x,Fighting front in France,1,1,18,19
b22937341,Private H. Taylor,1,1,3,4
b22937353,Private Mark Walsh,1,1,2,3
b22937365,Private George Huntley,2,1,1,2
b22937377,Martin Fitzpatrick,2,1,2,3
b22937389,Private Thomas Nalty,3,3,1,4
b22937390,Private W. Thompson,2,1,18,19
b22937407,Private Frederick Jones,1,1,4,5
b22937419,Private Lionel Maddison,3,4,0,4
b22937420,William Thomas (sic) Chalklen,1,1,0,1
b22937432,Corporal S. Pike,2,2,3,5
b22937444,Private H. Conroy (sic),1,0,1,1
b22937456,Private C. A. (Conrad Albert) Jahn,1,1,0,1
b22937468,Lance Corporal William Coulls,1,2,0,2
b2293747x,Private James White,1,1,9,10
b22937481,Private F. F. L. Ryan,1,1,3,4
b22937493,Corporal Charles Baxter Powell,1,1,2,3
b2293750x,Private Clarence Schroeter,1,2,0,2
b22937511,Private A. Williams,1,1,3,4
b22937523,Gunner J. Prince,1,0,9,9
b22937535,Senior Flight Lieutenant Reginald Argyle Davey,1,1,1,2
b22937547,Gunner R. Mason,1,1,1,2
b22937559,Private Thomas Ford,2,2,7,9
b22937572,Corporal R. (Bob) Payne,2,2,8,10
b22937584,Lance Corporal Harold Ferrett,1,1,0,1
b22937596,Private Francis Forbes Berry,1,1,0,1
b22937602,Private R. Richards,1,0,3,3
b22937614,Private Harold Avery Wicks,1,1,0,1
b22937626,Private Arthur Holding,1,1,3,4
b22937638,Trooper Stanley Andrews,1,1,0,1
b2293764x,Lance Corporal Frank Read,1,1,4,5
b22937651,Private Edwin Bartholomaeus,1,1,0,1
b22937663,Lieutenant Arnold Cooper Sandland,1,1,0,1
b22937675,Lance Corporal Harry Birt,1,2,0,2
b22937687,Private Alfred Hughes,3,3,14,17
b22937699,Lieutenant Frank Harold Lang,1,1,2,3
b22937705,Private B. Osborne,2,2,3,5
b22937717,Private G. Barr,1,0,0,0
b22937730,Private K. Gordon,1,1,3,4
b22937742,Private H. Mansfield,1,1,0,1
b22937754,Private F. Crowhurst,1,0,0,0
b22937766,Private C. Austin,1,1,1,2
b22937778,Private D. Vaughan,1,1,1,2
b2293778x,Private W. Park,1,1,14,15
b22937791,Private W. Taylor,1,1,6,7
b22937808,Lieutenant C. Aiston,1,0,0,0
b2293781x,Private A. Rathmann,1,1,0,1
b22937821,Private R. Griffiths,1,1,0,1
b22937833,Private George Davies,3,2,6,8
b22937845,Corporal Clifford Labram,3,2,2,4
b22937857,Sergeant C. Moritz,2,1,1,2
b22937869,Lance-Corporal Clarence Tidswell,2,2,1,3
b22937870,Corporal A. Knight,2,2,0,2
b22937882,Corporal Harold Gray,1,1,1,2
b22937894,Corporal Reginald Williams,2,2,12,14
b22937900,Private M. Moran,1,1,0,1
b22937912,Private Frank Lester,1,3,0,3
b22937924,Private Sidney Kennedy,3,2,6,8
b22937936,Private J. Meotti,1,1,0,1
b22937948,Harrold George,1,2,0,2
b2293795x,Private Patrick Watson,2,1,4,5
b22937961,Private Olney Dingle,1,1,1,2
b22937973,Private Henry Sample,3,2,8,10
b22937985,Driver William Kenny,3,3,4,7
b22937997,Private A. Westbury,2,1,1,2
b2293800x,Private John Eckert,3,3,2,5
b22938011,Private R. Spackman,2,1,1,2
b22938023,Private Albert Coward,2,1,1,2
b22938035,Private Clarence Freeman,1,1,1,2
b22938047,Private Alan Randall,1,2,0,2
b22938059,Gunner Laurence Olley,1,2,0,2
b22938060,Lance Corporal J. Williamson,1,2,1,3
b22938072,Grenadier Albert Acott,1,2,0,2
b22938084,Private David Willcox,1,1,0,1
b22938096,Private Archibald Dixon,3,4,1,5
b22938102,Corporal E. Hollingum,2,1,0,1
b22938114,Private William Southwood,2,3,1,4
b22938126,Major Alexander Steele,3,3,1,4
b22938138,Lieutenant D'Arcy Walsh,2,2,2,4
b2293814x,Second Lieutenant James Jury,2,2,1,3
b22938151,Lance-Corporal D. Pascoe,1,1,3,4
b22938163,Private Gordon Gee,1,2,1,3
b22938175,Private Arthur Allmond,2,2,0,2
b22938187,Private Herbert Eastwood,3,1,5,6
b22938199,Gunner L. Norton,1,1,1,2
b22938205,Corporal Laurence Carr,2,2,1,3
b22938217,Private Frederick Cahill,1,1,0,1
b22938229,Private Harold Sheehan,1,0,1,1
b22938230,Private J. Searle,1,1,0,1
b22938242,Private H. Rundle,1,2,0,2
b22938254,Private R. Lamb,1,1,6,7
b22938266,Sergeant H. Spurritt,1,3,0,3
b22938278,Private Leslie Dunk,1,1,0,1
b2293828x,Lance Corporal Cecil Pudney,1,2,0,2
b22938291,Private P. Pelham,3,4,0,4
b22938308,Private Garnet Pridham,1,2,0,2
b2293831x,Private George Tyler,2,2,2,4
b22938321,Private Albert Richardson,2,3,6,9
b22938333,Private Edward Furniss,1,1,0,1
b22938345,Private Sarsfield Andrews,2,2,2,4
b22938357,Lieutenant T. Muchmore,1,1,0,1
b22938369,Private J. Bell,1,1,6,7
b22938370,Private Hurtle Richardson,2,4,4,8
b22938382,Private F. Sutton,2,2,2,4
b22938394,Private Frank Pomery,1,2,0,2
b22938400,Private Arthur Shaw,2,1,2,3
b22938412,Corporal Wallace Douglas,1,2,2,4
b22938424,Second Lieutenant Laurie Maschmedt,1,1,0,1
b22938436,Lieutenant George Johansen,1,2,0,2
b22938448,Sergeant Leonard Johnson,1,2,2,4
b2293845x,Corporal George Kelly,1,2,2,4
b22938461,Corporal Peter Edwards,3,1,15,16
b22938473,Private Edward Foster,2,1,5,6
b22938485,Private Thomas Foster,2,1,6,7
b22938497,Private Walter Kidd,2,1,2,3
b22938503,Gunner Roy Parasiers,2,1,0,1
b22938515,Private A. Duffield,2,1,1,2
b22938527,Private A. Baird,2,3,0,3
b22938539,Private James Norman Steele,2,3,0,3
b22938540,Private John Murdoch,2,2,1,3
b22938564,Lance Corporal Francis Wills,2,4,5,9
b22938576,Private Walter Olding,2,1,1,2
b22938588,Gunner Allan Mercer,2,1,2,3
b2293859x,Private Sydney Murray Dunbar,3,2,3,5
b22938606,Sergeant S. A. Saunders,2,1,5,6
b22938618,Private Francis Rowe,2,1,8,9
b2293862x,Private Patrick Sullivan,1,0,2,2
b22938631,Lieutenant Harold Eric Moody,2,1,3,4
b22938643,Sergeant Frederick Eugene (Fred) Hawke,2,1,4,5
b22938655,Private Percival  May,2,6,100,106
b22938667,Private Joseph Earls,2,2,1,3
b22938679,Driver Alfred Pepall,4,2,2,4
b22938680,Private Joseph James,2,2,39,41
b22938692,Private Edward (Ted) Deacon,3,2,5,7
b22938709,Sergeant Leslie John Hallifax,2,1,1,2
b22938710,Captain W. G. (William Garfield) (Will) Hartley,3,2,5,7
b22938722,Private Ernest Henry Lea Maclaren,1,0,0,0
b22938734,Private William Baker,3,3,17,20
b22938746,George Carr,1,0,4,4
b22938758,Corporal A. E. (Arthur Elliot) McDonald,1,0,5,5
b2293876x,Harry (William Henry) Street,1,0,18,18
b22938771,Private George Danford Neave,1,0,0,0
b22938783,Second Lieutenant Walter Hervey Thyer,1,0,1,1
b22938795,Private Stanley Govett,1,1,0,1
b22938801,Sergeant Ernest Bates,2,2,0,2
b22938813,Private Thomas Farrell,1,1,2,3
b22938825,Lance Corporal G. C. (Gilbert Charles) Mounsey,1,1,0,1
b22938837,Sergeant Ward Story,2,2,5,7
b22938849,Lance Corporal Clifford Oates,1,1,2,3
b22938850,Private W. J Byars,2,2,0,2
b22938862,Lieutenant Alan Dexter Palmer,2,2,1,3
b22938874,Sergeant Tom Pickup,2,1,1,2
b22938886,Corporal William Simpson,1,0,4,4
b22938898,Sergeant Ronald G. McKail,2,1,2,3
b22938904,Lance Corporal James Langley,1,0,2,2
b22938916,Lance Corporal Albert Mallett,3,2,1,3
b22938928,Private W. F. (William Francis) Hayman,1,0,1,1
b2293893x,Private Frank Johnson,1,0,6,6
b22938953,Private Frank Williams,1,0,8,8
b22938965,Private A. P. (Alfred Peter) Byass,1,0,1,1
b22938977,Private Stephen McNamara,3,2,2,4
b22938989,"Captain Blackburn, V. C.",1,2,47,49
b22938990,Nurse decorated by King,1,1,5,6
b22939003,Another patriotic family,1,1,5,6
b22939015,A martial family,1,1,0,1
b22939027,Private Leo Kloss,1,2,0,2
b22939039,Sergeant George Jones,2,2,8,10
b22939040,Thomas Arthur Green,1,1,3,4
b22939052,Private Alfred (Trix) Warren,3,3,3,6
b22939064,Lieutenant H. W. (Herbert Walter) Crowle,2,2,3,5
b22939076,Corporal William Troy,1,1,1,2
b22939088,Private John Charles (Jack) McMaster,1,1,0,1
b2293909x,Private A. R. White,2,2,50,52
b22939106,Private Theodore Richardson,1,1,1,2
b22939118,Private Percy Harold Kippist,2,2,0,2
b2293912x,Corporal James Frederick Legg,2,3,0,3
b22939131,Private William Thomas,3,4,32,36
b22939143,Private George Thomas,2,2,20,22
b22939155,Signaller Frank Lloyd,3,3,4,7
b22939167,Private G. A. (sic) R (Raymond) Foreman,2,2,1,3
b22939179,Private Arthur Nathan Clayton,2,2,2,4
b22939180,Private William O. Tomlinson,2,2,0,2
b22939192,Hugh Robertson (Dick) Stodart,1,1,0,1
b22939209,Corporal James Shinn,2,2,0,2
b22939210,Alexander Douglas Cameron,1,1,1,2
b22939222,R. E. (Royal Edward) Penna,2,1,0,1
b22939234,Lance Corporal F. G. (Frederick George) White,2,2,60,62
b22939246,Private E. (Edward) Norman Lee,2,2,9,11
b22939258,Lieutenant Edgar Kent,2,2,1,3
b2293926x,Lance Corporal Vernon Morgan,1,2,3,5
b22939271,Private Richard Eric Wallington,3,1,0,1
b22939283,Private Alfred E. Vince,2,1,0,1
b22939295,Private James Whelan,1,0,0,0
b22939301,Private C. A. Clift,2,2,0,2
b22939313,Private James Henry Everatt,3,3,0,3
b22939325,Private T. P. Shannon,2,2,2,4
b22939337,Jack Mooney,1,0,0,0
b22939349,Private Raymond H. Critchfield,2,1,0,1
b22939350,James Brodie,1,1,0,1
b22939362,Private Frank Ougden,2,2,0,2
b22939374,Gunner George Henry Martin,2,2,7,9
b22939398,Private William H. G. Osborn,3,3,1,4
b22939404,Signaller Sergeant Geoffrey de Quetteville Robin,1,1,0,1
b22939416,Lance Corporal H. J. (Harry Joshua) Woods,1,1,9,10
b22939428,John L. Downer,1,1,2,3
b2293943x,Private Henry Calder,2,1,0,1
b22939441,Private A. C. O. Molde,3,3,2,5
b22939453,Sergeant M. J. Slavin,3,2,0,2
b22939465,Sapper Percy Harold Loader,2,1,3,4
b22939477,Private John Devitt,2,1,1,2
b22939489,Private Gavin Shuttleworth,2,1,2,3
b22939490,Private Leslie Whitbread,2,1,1,2
b22939507,Private George Theo (Joe) Bradley,3,2,5,7
b22939519,Private Arthur Clarke,2,1,10,11
b22939520,Private T. J. Nepean Lawrence (sic),2,0,1,1
b22939532,Private Ernest James Barnfather,2,0,1,1
b22939544,Sergeant Major W. B. Nelson,3,3,9,12
b22939556,Private Josiah William Osborne,2,1,4,5
b22939568,Driver C. R. Addis,2,1,2,3
b2293957x,Private Edward Grattan Coates,2,1,2,3
b22939581,Private Joseph Stanley Wray,2,1,2,3
b22939593,Private Thomas P. Langan,2,1,0,1
b2293960x,Private Walter Moyle,2,1,3,4
b22939611,Private H. Moir,1,1,0,1
b22939623,Private Leslie Stratton,3,1,1,2
b22939635,Private Clarence Humphrys,2,1,2,3
b22939647,Gunner Melbourne Eager,3,2,3,5
b22939659,Private H. Light,2,3,32,35
b22939660,Driver Francis Needham,2,1,0,1
b22939672,Ralph Shimmin,1,1,0,1
b22939684,Private Frank Crane,1,2,0,2
b22939696,Corporal George Burgess Adam,2,2,1,3
b22939702,Private Leland Allmond,1,1,0,1
b22939714,Albert Annells,1,0,0,0
b22939726,Private Herbert Axon,1,1,0,1
b22939738,Private Walter Becker,1,1,0,1
b2293974x,Stanley E. Bootes,1,1,0,1
b22939751,Lance-Corporal Percival Boomer,1,1,0,1
b22939763,Private Albert Bird,3,3,4,7
b22939775,Private Edgar John Burgess,3,3,2,5
b22939787,Private Thomas Bastian,1,1,0,1
b22939799,Private Harry Bates,1,1,0,1
b22939805,Stanley Carrail,1,0,0,0
b22939817,Private George Crettenden,2,1,0,1
b22939829,Private Sidney Craddock,1,1,0,1
b22939830,Private Perce Clayton,1,1,0,1
b22939842,Sergeant Alfred Colbey,1,1,0,1
b22939854,Private John Cornish,1,1,0,1
b22939878,Private C. R. (Charles Richard) Meffert,2,1,1,2
b2293988x,Private Francis Perrier Rogers,2,3,2,5
b22939891,Private Sydney J. Sando,3,2,3,5
b22939908,Private Arthur Oscar Norris,2,1,1,2
b2293991x,Lieutenant John Alexander Raws,2,1,1,2
b22939921,Sergeant Stanley Sale Hambridge,2,1,1,2
b22939933,Private Percival J. Drummond,2,1,3,4
b22939945,Private Frederick William Riley,2,1,2,3
b22939957,Private Harold N. Jarrett,1,0,2,2
b22939969,Lance Corporal Vernon C. Lanyon,1,0,1,1
b22939970,Sergeant R. Ridgway Poyntz,1,0,0,0
b22939982,Sergeant P. D. (Philip Darby) Killicoat,1,0,0,0
b22939994,Private William Thomas Pauley,1,0,1,1
b22940005,Private Roy Cederberg,1,0,0,0
b22940017,Alfred Dohnt,2,1,1,2
b22940029,Private John Dyster,1,1,0,1
b22940030,Ross Edyvean,1,1,0,1
b22940042,Private Frederick Earls,1,1,0,1
b22940054,Frank Earls,1,1,0,1
b22940066,Private Cyril Ede,1,1,0,1
b2294008x,Lance Corporal Roy Flett,1,1,0,1
b22940091,Private William Flynn,2,2,0,2
b22940108,Private E. Girdham,1,1,0,1
b2294011x,Edgar Fairbairn,1,1,0,1
b22940121,George Jones,1,1,6,7
b22940133,Private Jack Martin,2,1,8,9
b22940145,Kenneth Scott,2,2,1,3
b22940157,Private Edward Bergin,1,1,0,1
b22940169,Private Oliver Dunstan,2,2,2,4
b22940170,Albert Hass,1,1,0,1
b22940182,Corporal W. R. O'Neill,2,1,0,1
b22940194,Private George Millwood,2,2,1,3
b22940200,Private William Inkster,2,1,1,2
b22940212,Driver Norris Cowin,1,1,0,1
b22940224,Lance Corporal R. Dellow,2,2,2,4
b22940236,Private Vivian Robinson,3,1,9,10
b22940248,Corporal E. McNaughton,2,2,0,2
b2294025x,Driver Claude Perry,2,1,2,3
b22940273,Daniel Oreo,1,1,0,1
b22940285,Lance Corporal E. Reich,2,2,1,3
b22940297,Lewis Wilkinson,1,1,1,2
b22940303,Paddy O'Brien,1,1,1,2
b22940315,Gunner Hubert Bruce,1,1,0,1
b22940327,Corporal William Holliday,1,1,0,1
b22940339,Private A. Hibbard,1,1,0,1
b22940340,Lance Corporal Alfred Jeffery,2,1,1,2
b22940352,Private Roy Lewis,2,2,14,16
b22940364,Corporal Albert Lock,2,2,1,3
b22940376,Sergeant Colin McArthur,2,1,0,1
b22940388,Lance Corporal Rupert Tucker,2,2,1,3
b2294039x,Sergeant J. Mursell,1,1,0,1
b22940406,Lieutenant Charles Herbert,1,1,2,3
b22940418,Private Lloyd Edwards,1,1,3,4
b2294042x,William Robley,1,1,0,1
b22940431,Private William Baker,1,4,2,6
b22940443,Private G. Gerhardy,2,0,1,1
b22940455,Private Maynard Waters,1,1,0,1
b22940467,Private Robert Camm,2,2,0,2
b22940479,Lieutenant Louis Whitington,2,2,0,2
b22940492,Corporal C. Smithm,1,1,0,1
b22940522,Signaller G. Gardiner,1,0,0,0
b22940534,Private Victor Evans,1,0,2,2
b22940546,Private Alexander Ellis,1,0,1,1
b22940558,Private Leonard Garnett,1,0,0,0
b2294056x,Lance Corporal Jack Hannaforde,1,0,1,1
b22940571,Private David Harwood,1,0,1,1
b22940595,Private David McDonald,2,0,4,4
b22940601,Private Roy Virgin,2,1,1,2
b22940613,Private J. Alexander,1,0,1,1
b22940625,Private Thomas Franklin Roy Bagnell,2,1,1,2
b22940637,Sergeant Major Horace Wiseman,2,0,1,1
b22940649,Bombardier Charles Blesing,2,0,0,0
b22940650,Private A. Bottomley,2,1,2,3
b22940662,Sergeant D. Diercks,3,1,2,3
b22940674,Private Lyle Merrett,2,0,2,2
b22940686,Private Henry Abbott,2,0,6,6
b22940698,Private Jack Larwood,3,0,3,3
b22940704,Signaller Wilfrid Woodward,3,1,3,4
b22940716,Corporal R. Robertson,1,0,4,4
b22940728,Private John White,2,0,27,27
b2294073x,Percival Wylie,1,0,0,0
b22940741,Private Gordon Fidge,2,1,2,3
b22940753,Lieutenant Charles Main,2,1,27,28
b22940765,Private Sidney Scott,2,1,14,15
b22940777,Lieutenant Robert McKenzie,1,0,0,0
b22940789,Private Thomas Twopeny,1,0,1,1
b22940790,Private Ewald Thiele,2,1,1,2
b22940807,Sergeant Leslie Walton,2,1,2,3
b22940819,Gunner Richard Clerke,2,0,1,1
b22940820,Private James Tucker,2,1,4,5
b22940832,Private Robert Foggo,1,0,1,1
b22940844,Private W. White,1,1,14,15
b22940856,Private W. Winter,1,0,8,8
b22940868,Private L. Patzel,1,0,1,1
b2294087x,Lance Corporal J. D'Arcy,1,1,1,2
b22940881,Gunner Harry Richards,2,0,4,4
b22940893,Private John Barrett,1,1,1,2
b2294090x,Corporal G. Douglas,1,1,2,3
b22940911,Corporal Elisha Harvey,2,2,3,5
b22940923,Private R. J. Rowett,1,1,2,3
b22940935,Stephenson - Stringer,1,0,1,1
b22940947,Corporal Henry Hewish,1,1,2,3
b22940959,Private W. Weir,1,1,3,4
b22940972,Private R. Leak,1,1,5,6
b22940984,Private Gerald Hawson,2,1,2,3
b22940996,Private G. Stewart,1,1,1,2
b22941010,Corporal R. Foreman,1,1,5,6
b22941022,Private Edward Marshall,1,0,1,1
b22941034,Private Charles Nash,2,1,5,6
b22941046,Private Francis Dingle,2,1,4,5
b22941058,Lance Corporal Charles Sparks,4,3,2,5
b2294106x,Private Merl Chapman,2,0,7,7
b22941071,Private Angus Dornauf,2,0,1,1
b22941083,Oliver Howard,1,0,2,2
